bodyid,post,pre,downstream,upstream,synweight,totalNtPredictions,predictedNt,voxels,class,entryNerve,name,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,ntUnknownProb,origin,location,locationType,predictedNtProb,prefix,rootSide,statusLabel,subclass,synonyms,systematicType,target,type,vfbId,modality,tag,cluster,subcluster,receptorType,status,celltypeTotalNtPredictions,celltypePredictedNt,group,somaSide,birthtime,hemilineage,serial,serialMotif,somaNeuromere,somaLocation,description,avgLocation,exitNerve,subclassabbr,transmission,tosomaLocation,longTract,rootLocation,source,soma
11903,3641,1063,8987,3641,12628,1063,glutamate,2078140082,intrinsic neuron,NA,IN16B024_T3_L,0.016804416,0.03429813,0.94795096,9.4647065e-4,LegNpT3_L,"14582,22229,9403",soma,0.9473947,IR,NA,Roughly traced,IR,NA,IN16B024,LegNpT3_L,IN16B024,VFB_jrcv096n,NA,NA,NA,NA,NA,Traced,2167,glutamate,11875,LHS,primary,16B,NA,NA,T3,"list(14582, 22229, 9403),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11935,7379,788,4970,7379,12349,788,gaba,2681480996,intrinsic neuron,NA,IN19A016_T3_L,0.00820136,0.82638264,0.15974265,0.00567335,LegNpT3_L,"18185,11005,22417",soma,0.82638264,IR,NA,Roughly traced,IR,NA,IN19A016,LegNpT3_L,IN19A016,VFB_jrcv097j,NA,NA,NA,10236,NA,Traced,8939,gaba,11411,LHS,early secondary,19A,10236,independent leg,T3,"list(18185, 11005, 22417),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11989,4280,937,8016,4280,12296,937,gaba,2039278881,intrinsic neuron,NA,IN13A012_T3_L,0.004007443,0.8714362,0.12197564,0.0025807223,LegNpT3_L,"17247,23290,6393",soma,0.8714362,IR,NA,Roughly traced,IR,NA,IN13A012,LegNpT3_L,IN13A012,VFB_jrcv0991,NA,NA,NA,NA,NA,Traced,5503,gaba,10837,LHS,early secondary,13A,10553,independent leg,T3,"list(17247, 23290, 6393),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12006,4308,989,9686,4308,13994,989,glutamate,2048385341,intrinsic neuron,NA,IN14A005_T3_R,0.011934746,0.017324971,0.9676484,0.0030918766,LegNpT3_L,"21530,25970,13877",soma,0.9676484,CR,NA,Roughly traced,CR,NA,IN14A005,LegNpT3_L,IN14A005,VFB_jrcv099i,NA,NA,NA,NA,NA,Traced,6359,glutamate,12006,RHS,primary,14A,11782,independent leg,T3,"list(21530, 25970, 13877),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12054,4880,1308,9483,4880,14363,1308,acetylcholine,2220210676,intrinsic neuron,NA,IN17A007_T3_L,0.9202123,0.029266855,0.04675412,0.0037667218,LegNpT3_L,"15922,11195,17025",soma,0.91953033,IR,NA,Roughly traced,IR,NA,IN17A007,LegNpT3_L,IN17A007,VFB_jrcv09au,NA,NA,NA,NA,NA,Traced,10529,acetylcholine,12054,LHS,early secondary,17A,10570,sequential,T3,"list(15922, 11195, 17025),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A??,,NA,NA,NA,,NA,,NA,TRUE
12058,6271,1536,11413,6271,17684,1536,acetylcholine,2300148809,intrinsic neuron,None,IN03A006_T3_L,0.8906289,0.022826266,0.08391482,0.0026300496,LegNpT3_L,"22098,15267,16961",user,0.8906289,IR,NA,Roughly traced,IR,NA,IN03A006,LegNpT3_L,IN03A006,VFB_jrcv09ay,NA,NA,NA,NA,NA,Traced,9278,acetylcholine,11760,LHS,early secondary,03A,11085,independent leg,T3,"list(20351, 17872, 5757),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",3A? in T3 LHS,"list(22240, 15488, 16961),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12069,3636,1349,10824,3636,14460,1349,gaba,1986021340,intrinsic neuron,None,IN13B013_T3_R,0.004845973,0.8881694,0.10321342,0.0037712231,LegNpT3_L,"19385,25795,14347",user,0.8881694,CR,NA,Roughly traced,CR,NA,IN13B013,LegNpT3_L,IN13B013,VFB_jrcv09b9,proprioceptive_tactile,NA,NA,NA,NA,Traced,7936,gaba,12069,RHS,early secondary,13B,11456,independent leg,T3,"list(21304, 26986, 8898),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",13B in T3 RHS,"list(19385, 25740, 13375),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12118,3232,1168,8067,3232,11299,1168,gaba,1958965524,intrinsic neuron,None,IN09A010_T3_L,0.0052138614,0.94172895,0.04776236,0.005294839,LegNpT3_L,"16443,21307,21809",user,0.94172895,IR,NA,Roughly traced,IR,NA,IN09A010,LegNpT3_L,IN09A010,VFB_jrcv09cm,NA,NA,NA,NA,NA,Traced,8223,gaba,12118,LHS,early secondary,09A,10679,independent leg,T3,"list(15935, 11286, 14877),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A? in T3 LHS,"list(16234, 21307, 21785),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12248,3386,974,8051,3386,11437,974,glutamate,1891073309,intrinsic neuron,NA,IN21A014_T3_L,0.03496977,0.033949714,0.92816114,0.002919355,LegNpT3_L,"19032,16539,5270",soma,0.92816114,IR,NA,Roughly traced,IR,NA,IN21A014,LegNpT3_L,IN21A014,VFB_jrcv09g8,NA,NA,NA,NA,NA,Traced,6368,glutamate,12019,LHS,primary,21A,11643,independent leg,T3,"list(19032, 16539, 5270),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12294,46,28,321,46,367,28,glutamate,26373920,sensory neuron,MetaLN_L,SNxxxx_MetaLN_L,0.048521183,0.0792088,0.7823155,0.08995451,metathoracic leg,"18688,22918,8580",auto,0.7823155,SN,LHS,Prelim Roughly traced,NA,NA,SNxxxx,LegNpT3_L,SNxxxx,VFB_jrcv09hi,unknown,16.14.h3,NA,NA,NA,Traced,14131,glutamate,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
12315,4960,1457,10581,4960,15541,1457,acetylcholine,2162761507,intrinsic neuron,NA,INXXX466_T3_L,0.83226436,0.064686080000000007,0.09891837,0.0041311663,LegNpT3_L,"11387,21936,14778",soma,0.83226436,IR,NA,Roughly traced,IR,NA,INXXX466,LegNpT3_L,INXXX466,VFB_jrcv09i3,NA,NA,NA,NA,NA,Traced,8786,acetylcholine,12315,LHS,early secondary,TBD,11751,independent leg,T3,"list(11387, 21936, 14778),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",ACh,,NA,NA,NA,,NA,,NA,TRUE
12421,3659,1298,10467,3659,14126,1298,glutamate,2063447214,intrinsic neuron,None,IN08A008_T3_L,0.032719832,0.040565316,0.9243477,0.0023671454,LegNpT3_L,"12620,20529,16183",user,0.92369217,IR,NA,Roughly traced,IR,NA,IN08A008,LegNpT3_L,IN08A008,VFB_jrcv09l1,NA,NA,NA,NA,NA,Traced,7732,glutamate,12421,LHS,early secondary,08A,10243,independent leg,T3,"list(13923, 22579, 9197),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",16B in T3 LHS,"list(12687, 20686, 16184),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12470,4248,876,7321,4248,11569,876,gaba,1772601425,intrinsic neuron,None,IN03B031_T3_L,0.007252715,0.877177,0.11400962,0.001560656,LegNpT3_L,"22176,15399,16961",user,0.877177,IR,NA,Roughly traced,IR,NA,IN03B031,LegNpT3_L,IN03B031,VFB_jrcv09me,NA,NA,NA,11129,NA,Traced,1742,gaba,12140,LHS,early secondary,03B,NA,NA,T3,"list(19597, 14301, 10343),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",3A in T3 LHS,"list(22240, 15488, 16961),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12511,5686,854,6294,5686,11980,854,acetylcholine,1329275037,intrinsic neuron,None,IN20A.22A006_T3_L,0.802322,0.045631573,0.14835791,0.0036885636,LegNpT3_L,"20428,15670,10843",user,0.802322,IR,NA,Roughly traced,IR,NA,IN20A.22A006,LegNpT3_L,IN20A.22A006,VFB_jrcv09nj,NA,NA,NA,NA,NA,Traced,9478,acetylcholine,12511,LHS,early secondary,20A.22A,12511,independent leg,T3,"list(18945, 14740, 6804),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",20A in T3 LHS,"list(20293, 15901, 10843),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12522,3394,1015,8704,3394,12098,1015,gaba,1743489319,intrinsic neuron,NA,IN26X002_T3_R,0.003075331,0.894463,0.09949339,0.0029682415,LegNpT3_L,"21239,26193,11612",soma,0.894463,CR,NA,Roughly traced,CR,NA,IN26X002,LegNpT3_L,IN26X002,VFB_jrcv09nu,NA,NA,NA,10487,NA,Traced,6553,gaba,12522,RHS,primary,26X,11912,independent leg,T3,"list(21239, 26193, 11612),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",same hemilineage as 12522,,NA,NA,NA,,NA,,NA,TRUE
12533,3545,898,6944,3545,10489,898,glutamate,1929850672,intrinsic neuron,None,IN21A002_T3_L,0.033631753,0.13092072,0.8228669,0.012580589,LegNpT3_L,"21773,15721,15496",user,0.8200723,IR,NA,Roughly traced,IR,NA,IN21A002,LegNpT3_L,IN21A002,VFB_jrcv09o5,NA,NA,NA,NA,NA,Traced,7480,glutamate,10377,LHS,primary,21A,10062,independent leg,T3,"list(18787, 14240, 9371),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",21A? in T3 LHS,"list(21734, 15812, 15496),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12538,2459,665,5061,2459,7520,665,acetylcholine,888008411,intrinsic neuron,None,IN23B018_T3_L,0.7746925,0.03995553,0.17961109,0.005740912,LegNpT3_L,"22076,17646,24297",user,0.7746925,BR,NA,Roughly traced,BR,NA,IN23B018,LegNpT3_L,IN23B018,VFB_jrcv09oa,NA,NA,NA,12538,NA,Traced,10055,acetylcholine,12538,LHS,secondary,23B,12538,independent leg,T3,"list(19142, 11801, 25259),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",23B in T3 LHS,"list(22030, 17646, 24472),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12550,2205,1208,10415,2205,12620,1208,glutamate,1742004797,intrinsic neuron,NA,IN14A008_T3_R,0.064178064,0.085205875,0.84735185,0.0032642158,LegNpT3_L,"21855,25906,15309",soma,0.84735185,CR,NA,Roughly traced,CR,NA,IN14A008,LegNpT3_L,IN14A008,VFB_jrcv09om,NA,NA,NA,NA,NA,Traced,6468,glutamate,12430,RHS,early secondary,14A,10739,independent leg,T3,"list(21855, 25906, 15309),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12585,1330,16,90,1330,1420,16,glutamate,1463215250,motor neuron,NA,MNhl40_MetaLN_L,0.057992846,0.114449635,0.47968942,0.34786808,LegNpT3,"14026,17185,9592",soma,0.41317725,MN,NA,Roughly traced,hl,NA,MNhl40,Ti flexor,Ti flexor MN,VFB_jrcv09pl,NA,NA,NA,NA,NA,Traced,687,glutamate,12585,LHS,early secondary,15B,10710,independent leg,T3,"list(14026, 17185, 9592),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,MetaLN_L,hl,NA,,NA,,NA,TRUE
12643,990,296,2463,990,3453,296,gaba,564116730,intrinsic neuron,None,IN01B025_T3_L,0.0040436783,0.6559232,0.3379427,0.0020904723,LegNpT3_L,"20109,23044,8953",user,0.6559232,IR,NA,Roughly traced,IR,NA,IN01B025,LegNpT3_L,IN01B025,VFB_jrcv09r7,mixed,NA,NA,NA,NA,Traced,1643,gaba,12643,LHS,secondary,01B,12643,independent leg,T3,"list(18512, 21816, 4129),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",1B in T3 LHS,"list(20308, 22886, 8953),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12759,727,27,192,727,919,27,glutamate,1040852548,motor neuron,NA,MNhl25_MetaLN_L,0.07102135,0.31045943,0.5771341,0.04138517,LegNpT3,"13065,20668,10597",soma,0.5202236,MN,NA,Roughly traced,hl,NA,MNhl25,Acc. ti flexor,Acc. ti flexor MN,VFB_jrcv09uf,NA,NA,NA,NA,NA,Traced,904,glutamate,12759,LHS,secondary,15B,12759,independent leg,T3,"list(13065, 20668, 10597),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,MetaLN_L,hl,NA,,NA,,NA,TRUE
12771,3021,1166,9232,3021,12253,1166,glutamate,1555673999,intrinsic neuron,NA,IN16B032_T3_L,0.016506098,0.03261055,0.9490314,0.001851935,LegNpT3_L,"11595,21868,12058",soma,0.9490314,IR,NA,Roughly traced,IR,NA,IN16B032,LegNpT3_L,IN16B032,VFB_jrcv09ur,NA,NA,NA,NA,NA,Traced,6420,glutamate,12771,LHS,early secondary,16B,11995,independent leg,T3,"list(11595, 21868, 12058),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12860,4520,665,4261,4520,8781,665,gaba,1856710461,intrinsic neuron,NA,IN19A022_T3_L,0.017099556,0.862008,0.115248494,0.0056440043,LegNpT3_L,"16445,12203,10544",soma,0.862008,IR,NA,Roughly traced,IR,NA,IN19A022,LegNpT3_L,IN19A022,VFB_jrcv09x8,NA,NA,NA,NA,NA,Traced,4662,gaba,12121,LHS,early secondary,19A,11029,independent leg,T3,"list(16445, 12203, 10544),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12900,4956,1009,7479,4956,12435,1009,acetylcholine,1585104604,intrinsic neuron,NA,IN03A014_T3_L,0.9229258,0.022276202,0.051103715,0.0036943308,LegNpT3_L,"18945,8942,17229",soma,0.91876054,IR,NA,Roughly traced,IR,NA,IN03A014,LegNpT3_L,IN03A014,VFB_jrcv09yc,NA,NA,NA,NA,NA,Traced,5707,acetylcholine,12900,LHS,early secondary,03A,11110,independent leg,T3,"list(18945, 8942, 17229),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
12907,3792,864,5536,3792,9328,864,glutamate,1586975519,intrinsic neuron,NA,IN16B029_T3_L,0.02200342,0.041150965,0.93039054,0.006455072,LegNpT3_L,"16316,22698,6979",soma,0.93039054,IR,NA,Roughly traced,IR,NA,IN16B029,LegNpT3_L,IN16B029,VFB_jrcv09yj,NA,NA,NA,NA,NA,Traced,5643,glutamate,12907,LHS,early secondary,16B,12061,independent leg,T3,"list(16316, 22698, 6979),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",was 8A.16B,,NA,NA,NA,,NA,,NA,TRUE
12918,497,258,2493,497,2990,258,gaba,632173657,intrinsic neuron,NA,IN13A059_T3_L,0.018157514,0.7683893,0.21191797,0.0015352494,LegNpT3_L,"16428,20906,6707",soma,0.7683893,IR,NA,Roughly traced,IR,NA,IN13A059,LegNpT3_L,IN13A059,VFB_jrcv09yu,proprioceptive_unknown,NA,NA,NA,NA,Traced,2693,gaba,12918,LHS,secondary,13A,NA,NA,T3,"list(16428, 20906, 6707),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",ECM,,None,NA,NA,,NA,,NA,TRUE
12953,2959,1138,8809,2959,11768,1138,glutamate,1565641213,intrinsic neuron,None,IN16B036_T3_L,0.013660077,0.033157874,0.9491447,0.004037319,LegNpT3_L,"12706,20621,16184",user,0.94831765,IR,NA,Roughly traced,IR,NA,IN16B036,LegNpT3_L,IN16B036,VFB_jrcv09zt,NA,NA,NA,NA,NA,Traced,6133,glutamate,12953,LHS,early secondary,16B,12953,independent leg,T3,"list(13040, 23023, 10903),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",16B in T3 LHS,"list(12687, 20686, 16184),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
12998,3648,930,6028,3648,9676,930,glutamate,1702331371,intrinsic neuron,NA,IN16B030_T3_L,0.031569827,0.046461113,0.9178889,0.0040801982,LegNpT3_L,"14213,21536,9034",soma,0.9195162,IR,NA,Roughly traced,IR,NA,IN16B030,LegNpT3_L,IN16B030,VFB_jrcv0a12,NA,NA,NA,NA,NA,Traced,5510,glutamate,12998,LHS,early secondary,16B,12238,independent leg,T3,"list(14213, 21536, 9034),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",was 8A.16B,,NA,NA,NA,,NA,,NA,TRUE
13067,3611,542,4220,3611,7831,542,gaba,1512521337,intrinsic neuron,NA,IN19A033_T3_L,0.011079972,0.8708656,0.113981806,0.0040726615,LegNpT3_L,"17843,10831,15538",soma,0.8708656,IR,NA,Roughly traced,IR,NA,IN19A033,LegNpT3_L,IN19A033,VFB_jrcv0a2z,NA,NA,NA,10523,NA,Traced,1083,gaba,12580,LHS,secondary,19A,NA,NA,T3,"list(17843, 10831, 15538),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
13087,746,390,3112,746,3858,390,glutamate,628073436,intrinsic neuron,None,IN16B053_T3_L,0.012817058,0.035396874,0.9507366,0.0010494618,LegNpT3_L,"12918,21497,15424",user,0.9507366,IR,NA,Roughly traced,IR,NA,IN16B053,LegNpT3_L,IN16B053,VFB_jrcv0a3j,NA,NA,NA,NA,NA,Traced,1665,glutamate,13087,LHS,secondary,16B,NA,NA,T3,"list(14450, 22810, 9350),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",8A? in T3 LHS,"list(12981, 21601, 15424),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
13095,1929,59,441,1929,2370,59,glutamate,2328130519,motor neuron,NA,MNhl66_MetaLN_L,0.062583536,0.20017165,0.65935075,0.07789405,LegNpT3,"15006,20264,7144",soma,0.64883286,MN,NA,Roughly traced,hl,NA,MNhl66,hind leg,MNhl66,VFB_jrcv0a3r,NA,NA,NA,NA,NA,Traced,92,glutamate,12800,LHS,primary,TBD,NA,NA,T3,"list(15006, 20264, 7144),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,MetaLN_L,hl,NA,,NA,,NA,TRUE
13192,659,17,112,659,771,17,glutamate,1660915535,motor neuron,NA,MNhl21_MetaLN_L,0.081077665,0.28474262,0.49172392,0.14245579,LegNpT3,"15773,22073,7161",soma,0.42435238,MN,NA,Roughly traced,hl,NA,MNhl21,Ti flexor,Ti flexor MN,VFB_jrcv0a6g,NA,NA,NA,NA,NA,Traced,687,glutamate,13192,LHS,secondary,15B,13192,independent leg,T3,"list(15773, 22073, 7161),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,MetaLN_L,hl,NA,,NA,,NA,TRUE
13210,6643,657,5024,6643,11667,657,gaba,1636464436,intrinsic neuron,NA,IN13B012_T3_R,0.060782097,0.66423535,0.26175815,0.013224434,LegNpT3_L,"22564,27101,9047",soma,0.66423535,CR,NA,Roughly traced,CR,NA,IN13B012,LegNpT3_L,IN13B012,VFB_jrcv0a6y,NA,NA,NA,NA,NA,Traced,4569,gaba,11235,RHS,early secondary,13B,11235,independent leg,T3,"list(22564, 27101, 9047),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
13311,613,9,48,613,661,9,gaba,1714702577,motor neuron,NA,MNhl21_MetaLN_L,0.04209361,0.49080795,0.35092378,0.11617465,LegNpT3,"15720,19756,6942",soma,0.49908805,MN,NA,Roughly traced,hl,NA,MNhl21,Ti flexor,Ti flexor MN,VFB_jrcv0a9r,NA,NA,NA,NA,NA,Traced,687,glutamate,13192,LHS,secondary,15B,13192,independent leg,T3,"list(15720, 19756, 6942),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,MetaLN_L,hl,NA,,NA,,NA,TRUE
13327,3097,710,5321,3097,8418,710,glutamate,1413966880,intrinsic neuron,NA,IN14A010_T3_R,0.014495467,0.019394929,0.9641217,0.001987934,LegNpT3_L,"20508,24220,5854",soma,0.9641217,CR,NA,Roughly traced,CR,NA,IN14A010,LegNpT3_L,IN14A010,VFB_jrcv0aa7,NA,NA,NA,NA,NA,Traced,4148,glutamate,13327,RHS,early secondary,14A,13327,independent leg,T3,"list(20508, 24220, 5854),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
