seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
AN12B060_720575941470110327,ascending,19.06,TRUE,above threshold,ascending above threshold,720575941470110327
AN12B060_720575941518593134,ascending,19.45,TRUE,above threshold,ascending above threshold,720575941518593134
AN12B060_720575941560414579,ascending,19.68,TRUE,above threshold,ascending above threshold,720575941560414579
AN12B060_720575941568892148,ascending,19.66,TRUE,above threshold,ascending above threshold,720575941568892148
AN12B060_720575941572453790,ascending,16.01,FALSE,below threshold,ascending below threshold,720575941572453790
AN12B060_720575941598660288,ascending,17.21,FALSE,below threshold,ascending below threshold,720575941598660288
AN12B060_720575941612174044,ascending,17.25,FALSE,below threshold,ascending below threshold,720575941612174044
AN12B060_720575941614433945,ascending,16.47,FALSE,below threshold,ascending below threshold,720575941614433945
AN12B060_720575941644253857,ascending,20.21,TRUE,above threshold,ascending above threshold,720575941644253857
AN12B076_720575941578442741,ascending,16.13,FALSE,below threshold,ascending below threshold,720575941578442741
AN12B089_720575941407499055,ascending,15.18,FALSE,below threshold,ascending below threshold,720575941407499055
AN12B089_720575941412103535,ascending,15.45,FALSE,below threshold,ascending below threshold,720575941412103535
AN12B089_720575941428247800,ascending,15.63,FALSE,below threshold,ascending below threshold,720575941428247800
AN12B089_720575941436503359,ascending,15.09,FALSE,below threshold,ascending below threshold,720575941436503359
AN12B089_720575941537872253,ascending,16.23,FALSE,below threshold,ascending below threshold,720575941537872253
AN12B089_720575941549063167,ascending,12.79,FALSE,below threshold,ascending below threshold,720575941549063167
AN12B089_720575941583879007,ascending,16.04,FALSE,below threshold,ascending below threshold,720575941583879007
AN13B002_720575941564155282,ascending,19.14,TRUE,above threshold,ascending above threshold,720575941564155282
AN13B002_720575941626281354,ascending,17.46,FALSE,below threshold,ascending below threshold,720575941626281354
AN14A003_720575941490705865,ascending,18.37,TRUE,above threshold,ascending above threshold,720575941490705865
AN14A003_720575941533250738,ascending,18.36,TRUE,above threshold,ascending above threshold,720575941533250738
AN14A003_720575941583368543,ascending,18.45,TRUE,above threshold,ascending above threshold,720575941583368543
AN14A003_720575941595290151,ascending,19.69,TRUE,above threshold,ascending above threshold,720575941595290151
AN14A003_720575941681023421,ascending,18.49,TRUE,above threshold,ascending above threshold,720575941681023421
AN14B012_720575941451871559,ascending,18.22,TRUE,above threshold,ascending above threshold,720575941451871559
AN14B012_720575941657558296,ascending,18.03,TRUE,above threshold,ascending above threshold,720575941657558296
AN16B078_720575941432771982,ascending,19.64,TRUE,above threshold,ascending above threshold,720575941432771982
AN16B078_720575941515329859,ascending,19.66,TRUE,above threshold,ascending above threshold,720575941515329859
AN16B078_720575941515899994,ascending,18.22,TRUE,above threshold,ascending above threshold,720575941515899994
AN16B078_720575941518246327,ascending,19.56,TRUE,above threshold,ascending above threshold,720575941518246327
AN16B078_720575941533291457,ascending,19.24,TRUE,above threshold,ascending above threshold,720575941533291457
AN16B078_720575941549510974,ascending,19.56,TRUE,above threshold,ascending above threshold,720575941549510974
AN16B078_720575941560655784,ascending,18.42,TRUE,above threshold,ascending above threshold,720575941560655784
AN16B078_720575941565526119,ascending,20.3,TRUE,above threshold,ascending above threshold,720575941565526119
AN16B078_720575941570313118,ascending,20.24,TRUE,above threshold,ascending above threshold,720575941570313118
AN16B078_720575941572713359,ascending,19.53,TRUE,above threshold,ascending above threshold,720575941572713359
AN16B078_720575941572925583,ascending,19.18,TRUE,above threshold,ascending above threshold,720575941572925583
AN16B078_720575941590112040,ascending,19.63,TRUE,above threshold,ascending above threshold,720575941590112040
AN16B078_720575941613322003,ascending,19.82,TRUE,above threshold,ascending above threshold,720575941613322003
AN16B078_720575941649909233,ascending,20.26,TRUE,above threshold,ascending above threshold,720575941649909233
AN16B078_720575941689710299,ascending,19.42,TRUE,above threshold,ascending above threshold,720575941689710299
AN16B081_720575941457000006,ascending,19.65,TRUE,above threshold,ascending above threshold,720575941457000006
AN16B081_720575941499618633,ascending,19.41,TRUE,above threshold,ascending above threshold,720575941499618633
AN16B112_720575941429327063,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941429327063
AN16B112_720575941487707189,ascending,17.31,FALSE,below threshold,ascending below threshold,720575941487707189
AN17A002_720575941499022049,ascending,18.26,TRUE,above threshold,ascending above threshold,720575941499022049
AN17A002_720575941527245337,ascending,18.36,TRUE,above threshold,ascending above threshold,720575941527245337
AN17A003_720575941441848411,ascending,17.9,FALSE,below threshold,ascending below threshold,720575941441848411
AN17A003_720575941441901147,ascending,17.55,FALSE,below threshold,ascending below threshold,720575941441901147
AN17A003_720575941441987023,ascending,18.3,TRUE,above threshold,ascending above threshold,720575941441987023
AN17A003_720575941575292936,ascending,17.8,FALSE,below threshold,ascending below threshold,720575941575292936
AN17A003_720575941628267321,ascending,17.89,FALSE,below threshold,ascending below threshold,720575941628267321
AN17A003_720575941651946005,ascending,18.57,TRUE,above threshold,ascending above threshold,720575941651946005
AN17A004_720575941411405995,ascending,18.78,TRUE,above threshold,ascending above threshold,720575941411405995
AN17A004_720575941536279745,ascending,18.8,TRUE,above threshold,ascending above threshold,720575941536279745
AN17A008_720575941484394125,ascending,20.53,TRUE,above threshold,ascending above threshold,720575941484394125
AN17A008_720575941546593468,ascending,20.94,TRUE,above threshold,ascending above threshold,720575941546593468
AN17A009_720575941511508690,ascending,19.75,TRUE,above threshold,ascending above threshold,720575941511508690
AN17A009_720575941691258776,ascending,16.01,FALSE,below threshold,ascending below threshold,720575941691258776
AN17A012_720575941525922148,ascending,17.28,FALSE,below threshold,ascending below threshold,720575941525922148
AN17A013_720575941485705478,ascending,19.81,TRUE,above threshold,ascending above threshold,720575941485705478
AN17A013_720575941531432907,ascending,19.27,TRUE,above threshold,ascending above threshold,720575941531432907
AN17A013_720575941601114102,ascending,19.09,TRUE,above threshold,ascending above threshold,720575941601114102
AN17A014_720575941447914772,ascending,18.74,TRUE,above threshold,ascending above threshold,720575941447914772
AN17A014_720575941473861728,ascending,17.47,FALSE,below threshold,ascending below threshold,720575941473861728
AN17A014_720575941483506618,ascending,17.89,FALSE,below threshold,ascending below threshold,720575941483506618
AN17A014_720575941529004164,ascending,17.62,FALSE,below threshold,ascending below threshold,720575941529004164
AN17A014_720575941566797110,ascending,17.46,FALSE,below threshold,ascending below threshold,720575941566797110
AN17A014_720575941596729477,ascending,17.83,FALSE,below threshold,ascending below threshold,720575941596729477
AN17A015_720575941432274647,ascending,17.74,FALSE,below threshold,ascending below threshold,720575941432274647
AN17A015_720575941483848122,ascending,17.9,FALSE,below threshold,ascending below threshold,720575941483848122
AN17A015_720575941507336517,ascending,18.36,TRUE,above threshold,ascending above threshold,720575941507336517
AN17A015_720575941531454923,ascending,17.39,FALSE,below threshold,ascending below threshold,720575941531454923
AN17A015_720575941537492712,ascending,17.8,FALSE,below threshold,ascending below threshold,720575941537492712
AN17A015_720575941560566799,ascending,17.53,FALSE,below threshold,ascending below threshold,720575941560566799
AN17A015_720575941561380653,ascending,17.92,FALSE,below threshold,ascending below threshold,720575941561380653
AN17A015_720575941615409817,ascending,18.53,TRUE,above threshold,ascending above threshold,720575941615409817
AN17A018_720575941416654620,ascending,17.81,FALSE,below threshold,ascending below threshold,720575941416654620
AN17A018_720575941514201932,ascending,18.05,TRUE,above threshold,ascending above threshold,720575941514201932
AN17A018_720575941515054659,ascending,17.65,FALSE,below threshold,ascending below threshold,720575941515054659
AN17A018_720575941542461276,ascending,18.06,TRUE,above threshold,ascending above threshold,720575941542461276
AN17A018_720575941556437732,ascending,18.27,TRUE,above threshold,ascending above threshold,720575941556437732
AN17A018_720575941585932422,ascending,17.89,FALSE,below threshold,ascending below threshold,720575941585932422
AN17A024_720575941438459692,ascending,16.82,FALSE,below threshold,ascending below threshold,720575941438459692
AN17A024_720575941444895914,ascending,19.08,TRUE,above threshold,ascending above threshold,720575941444895914
AN17A024_720575941477577025,ascending,19.08,TRUE,above threshold,ascending above threshold,720575941477577025
AN17A024_720575941600537385,ascending,18.19,TRUE,above threshold,ascending above threshold,720575941600537385
AN17A024_720575941607576173,ascending,18.22,TRUE,above threshold,ascending above threshold,720575941607576173
AN17A024_720575941607672685,ascending,17.78,FALSE,below threshold,ascending below threshold,720575941607672685
AN17A024_720575941611341898,ascending,19.09,TRUE,above threshold,ascending above threshold,720575941611341898
AN17A026_720575941440441173,ascending,17.68,FALSE,below threshold,ascending below threshold,720575941440441173
AN17A031_720575941474543931,ascending,16.81,FALSE,below threshold,ascending below threshold,720575941474543931
AN17A031_720575941645271240,ascending,17.13,FALSE,below threshold,ascending below threshold,720575941645271240
AN17A050_720575941461833924,ascending,18.04,TRUE,above threshold,ascending above threshold,720575941461833924
AN17A050_720575941639508853,ascending,18.26,TRUE,above threshold,ascending above threshold,720575941639508853
AN17A062_720575941450220637,ascending,16.65,FALSE,below threshold,ascending below threshold,720575941450220637
AN17A062_720575941503934551,ascending,17.17,FALSE,below threshold,ascending below threshold,720575941503934551
AN17A062_720575941507181079,ascending,15.68,FALSE,below threshold,ascending below threshold,720575941507181079
AN17A062_720575941515222083,ascending,16.55,FALSE,below threshold,ascending below threshold,720575941515222083
AN17A062_720575941535266738,ascending,17.55,FALSE,below threshold,ascending below threshold,720575941535266738
AN17A062_720575941639531125,ascending,15.87,FALSE,below threshold,ascending below threshold,720575941639531125
AN17A068_720575941480177487,ascending,18,TRUE,above threshold,ascending above threshold,720575941480177487
AN17A068_720575941489759177,ascending,16.71,FALSE,below threshold,ascending below threshold,720575941489759177
AN17A068_720575941543038237,ascending,18.08,TRUE,above threshold,ascending above threshold,720575941543038237
